0.001863,0.963537,0.003726
0.001637,0.967961,0.003274
0.001502,0.970579,0.003005
0.001460,0.971435,0.002919
0.001579,0.969105,0.003158
0.001392,0.972768,0.002784
0.001382,0.972984,0.002764
0.001379,0.973044,0.002759
0.001384,0.972964,0.002768
0.001396,0.972758,0.002791
0.001409,0.972499,0.002819
0.001441,0.971901,0.002881
0.001470,0.971335,0.002940
0.001497,0.970811,0.002995
0.001534,0.970110,0.003068
0.001542,0.969945,0.003084
0.001566,0.969472,0.003132
0.001590,0.969009,0.003180
0.001609,0.968631,0.003217
0.001705,0.966758,0.003410
0.001657,0.967686,0.003313
0.001694,0.966969,0.003388
0.001738,0.966114,0.003476
0.001788,0.965145,0.003575
0.001835,0.964249,0.003670
0.001860,0.963766,0.003719
0.001902,0.962950,0.003804
0.001947,0.962091,0.003894
0.001979,0.961461,0.003959
0.001965,0.961724,0.003930
0.002060,0.959913,0.004120
0.002085,0.959423,0.004170
0.002105,0.959041,0.004210
0.002127,0.958594,0.004255
0.002100,0.959086,0.004200
0.002229,0.956616,0.004458
0.002260,0.956005,0.004520
0.002276,0.955694,0.004552
0.002291,0.955402,0.004581
0.002288,0.955433,0.004577
0.002298,0.955244,0.004595
0.002356,0.954123,0.004711
0.002365,0.953944,0.004729
0.002373,0.953765,0.004746
0.002354,0.954142,0.004708
0.002418,0.952898,0.004836
0.002446,0.952352,0.004892
0.002476,0.951743,0.004953
0.002511,0.951065,0.005022
0.002459,0.952099,0.004919
