0.001216,0.976322,0.002432
0.000890,0.982602,0.001781
0.000841,0.983553,0.001683
0.000878,0.982880,0.001756
0.000895,0.982587,0.001791
0.000807,0.984241,0.001614
0.000797,0.984442,0.001595
0.000740,0.985533,0.001480
0.000758,0.985203,0.001517
0.000753,0.985311,0.001507
0.000722,0.985878,0.001444
0.000715,0.986045,0.001429
0.000713,0.986063,0.001427
0.000725,0.985854,0.001450
0.000728,0.985807,0.001455
0.000722,0.985880,0.001445
0.000741,0.985543,0.001483
0.000752,0.985323,0.001505
0.000778,0.984842,0.001557
0.000786,0.984684,0.001573
0.000783,0.984710,0.001567
0.000820,0.984030,0.001641
0.000838,0.983683,0.001676
0.000882,0.982848,0.001765
0.000889,0.982723,0.001778
0.000891,0.982635,0.001782
0.000945,0.981633,0.001891
0.000967,0.981211,0.001934
0.001028,0.980059,0.002055
0.001036,0.979911,0.002072
0.001044,0.979691,0.002087
0.001120,0.978274,0.002241
0.001141,0.977878,0.002281
0.001217,0.976416,0.002435
0.001239,0.976028,0.002477
0.001275,0.975232,0.002550
0.001344,0.973987,0.002688
0.001335,0.974152,0.002670
0.001411,0.972706,0.002821
0.001449,0.971991,0.002898
0.001416,0.972522,0.002832
0.001512,0.970744,0.003024
0.001530,0.970411,0.003060
0.001632,0.968457,0.003265
0.001657,0.968023,0.003313
0.001667,0.967671,0.003333
0.001774,0.965698,0.003548
0.001768,0.965834,0.003537
0.001886,0.963594,0.003771
0.001921,0.962959,0.003842
