9.723426,-2.229501,2.944450,2.796709
12.250220,-2.804279,2.941858,2.797227
14.777058,-3.379587,2.939266,2.798264
17.303934,-3.955413,2.936674,2.799301
19.830844,-4.531740,2.934082,2.800338
22.357783,-5.108551,2.932009,2.800856
24.884748,-5.685831,2.929417,2.801893
27.411731,-6.263566,2.926825,2.802930
29.938730,-6.841736,2.924233,2.803967
32.465738,-7.420331,2.921641,2.804485
34.992752,-7.999331,2.919567,2.805522
37.519767,-8.578722,2.916975,2.806558
40.046778,-9.158489,2.914383,2.807595
42.573780,-9.738615,2.911791,2.808114
45.100768,-10.319086,2.909199,2.809150
47.627739,-10.899884,2.907126,2.810187
50.154685,-11.480995,2.904534,2.810706
52.681605,-12.062403,2.901942,2.811742
55.208492,-12.644092,2.899350,2.812779
57.735341,-13.226046,2.897277,2.813816
60.262148,-13.808251,2.894685,2.814334
62.788909,-14.390690,2.892093,2.815371
65.315618,-14.973347,2.889501,2.816408
67.842270,-15.556207,2.886909,2.817445
70.368862,-16.139254,2.884835,2.817963
72.895387,-16.722474,2.882243,2.819000
75.421843,-17.305849,2.879651,2.820037
77.948223,-17.889364,2.877059,2.820555
80.474523,-18.473003,2.874467,2.821592
83.000738,-19.056752,2.872394,2.822629
85.526863,-19.640594,2.869802,2.823665
88.052894,-20.224513,2.867210,2.824184
90.578826,-20.808494,2.864618,2.825220
93.104654,-21.392522,2.862026,2.826257
95.630374,-21.976580,2.859953,2.827294
98.155980,-22.560653,2.857361,2.827812
100.681468,-23.144725,2.854769,2.828849
103.206833,-23.728781,2.852177,2.829886
105.732071,-24.312805,2.849585,2.830923
108.257177,-24.896781,2.847511,2.831441
110.782145,-25.480694,2.844919,2.832478
113.306972,-26.064527,2.842327,2.833515
115.831651,-26.648266,2.839735,2.834033
118.356180,-27.231894,2.837143,2.835070
120.880553,-27.815397,2.835070,2.836107
123.404764,-28.398757,2.832478,2.837143
125.928810,-28.981960,2.829886,2.837662
128.452686,-29.564990,2.827294,2.838699
130.976386,-30.147831,2.824702,2.839735
133.499907,-30.730467,2.822629,2.840772
136.023252,-31.312887,2.820037,2.841291
138.546480,-31.895088,2.817445,2.842327
141.069666,-32.477079,2.814853,2.843364
143.592887,-33.058864,2.812261,2.843882
146.116221,-33.640449,2.810187,2.844919
148.639740,-34.221838,2.807595,2.845956
151.163525,-34.803039,2.805003,2.846993
153.687649,-35.384056,2.802411,2.847511
156.212191,-35.964895,2.800338,2.848548
158.737226,-36.545562,2.797746,2.849585
161.262831,-37.126061,2.795154,2.850622
163.789081,-37.706400,2.792562,2.851140
166.316054,-38.286583,2.789970,2.852177
168.843826,-38.866616,2.787896,2.853213
171.372473,-39.446504,2.785305,2.854250
173.902071,-40.026254,2.782713,2.854769
176.432697,-40.605869,2.780121,2.855805
178.964428,-41.185358,2.777529,2.856842
181.497339,-41.764724,2.775455,2.857361
184.031507,-42.343974,2.772863,2.858397
186.567008,-42.923112,2.770271,2.859434
189.103919,-43.502145,2.767679,2.860471
191.642317,-44.081078,2.765087,2.860989
194.182276,-44.659917,2.763014,2.862026
196.723875,-45.238666,2.760422,2.863063
199.267189,-45.817333,2.757830,2.864100
201.812295,-46.395922,2.740205,2.876023
204.355801,-46.958409,2.718951,2.890019
206.857249,-47.317315,2.661928,2.881725
209.253698,-47.181235,2.685774,2.881206
211.482312,-46.269269,2.830923,2.840772
213.489843,-44.580422,2.745389,2.852695
215.232733,-42.396273,2.643266,2.836625
216.667849,-40.010896,2.657262,2.733984
217.845365,-37.724076,2.835588,2.492933
219.315864,-35.865512,2.672814,2.471679
221.444505,-34.700301,2.504856,2.246698
223.996850,-34.335316,2.387700,2.314089
226.674048,-34.547657,2.368520,2.359707
229.259282,-34.999973,2.368001,2.368520
231.783071,-35.548465,2.356078,2.350376
234.302914,-36.109170,2.344155,2.332751
236.826833,-36.669457,2.332232,2.314607
239.354036,-37.229409,2.320310,2.296982
241.883732,-37.789109,2.308387,2.278838
244.415127,-38.348640,2.296464,2.261213
246.947429,-38.908086,2.284541,2.243070
249.479850,-39.467529,2.272618,2.225444
252.011902,-40.027046,2.260695,2.207301
254.543583,-40.586700,2.248772,2.189675
257.074937,-41.146554,2.245661,2.183455
259.606010,-41.706672,2.248253,2.183973
262.136847,-42.267116,2.250327,2.185010
264.667489,-42.827948,2.252401,2.185528
267.197983,-43.389234,2.254992,2.186047
269.728363,-43.951019,2.257066,2.187084
272.258635,-44.513304,2.259658,2.187602
274.788800,-45.076084,2.261732,2.188639
277.318860,-45.639352,2.263805,2.189157
279.848816,-46.203101,2.266397,2.190194
282.378669,-46.767325,2.268471,2.190712
284.908422,-47.332019,2.271063,2.191749
287.438073,-47.897175,2.273136,2.192267
289.967627,-48.462787,2.275210,2.193304
292.497083,-49.028848,2.277802,2.193823
295.026444,-49.595354,2.279875,2.194859
297.555710,-50.162296,2.282467,2.195378
300.084883,-50.729668,2.284541,2.196415
302.613964,-51.297465,2.286614,2.196933
305.142954,-51.865679,2.289206,2.197970
307.671854,-52.434305,2.291280,2.198488
310.200668,-53.003335,2.293872,2.199006
312.729393,-53.572765,2.295945,2.200043
315.258035,-54.142586,2.298019,2.200562
317.786592,-54.712793,2.300611,2.201598
320.315067,-55.283379,2.302684,2.202117
322.843460,-55.854339,2.305276,2.203154
325.371774,-56.425665,2.307350,2.203672
327.900009,-56.997351,2.309423,2.204709
330.428167,-57.569391,2.312015,2.205227
332.956249,-58.141779,2.314089,2.206264
335.484256,-58.714508,2.316681,2.206782
338.012190,-59.287571,2.318754,2.207819
340.540052,-59.860963,2.320828,2.208337
343.067844,-60.434676,2.323420,2.209374
345.595567,-61.008704,2.325493,2.209893
348.123221,-61.583042,2.328085,2.210411
350.650809,-62.157683,2.330677,2.213521
353.178332,-62.732620,2.334306,2.218705
355.705791,-63.307847,2.337935,2.224408
358.233187,-63.883357,2.341563,2.229591
360.760523,-64.459144,2.345192,2.235294
363.287798,-65.035202,2.348821,2.240478
365.815015,-65.611525,2.352450,2.246180
368.342174,-66.188105,2.356078,2.251364
370.869278,-66.764937,2.359707,2.257066
373.396327,-67.342015,2.363336,2.262250
375.923323,-67.919331,2.366965,2.267952
378.450268,-68.496879,2.370075,2.273136
380.977162,-69.074653,2.373704,2.278838
383.504006,-69.652647,2.377332,2.284022
386.030803,-70.230854,2.380961,2.289725
388.557553,-70.809268,2.384590,2.294908
391.084258,-71.387883,2.388218,2.300611
393.610919,-71.966692,2.391847,2.305795
396.137537,-72.545687,2.395476,2.311497
398.664115,-73.124865,2.399105,2.316681
401.190652,-73.704217,2.402733,2.322383
403.717152,-74.283737,2.406362,2.327567
406.243614,-74.863420,2.409991,2.333269
408.770039,-75.443259,2.413620,2.338453
411.296431,-76.023246,2.417248,2.344155
413.822790,-76.603377,2.420877,2.349339
416.349117,-77.183644,2.424506,2.355042
418.875413,-77.764041,2.428134,2.360225
421.401680,-78.344562,2.431245,2.365928
423.927919,-78.925201,2.434873,2.371112
426.454132,-79.505950,2.438502,2.376814
428.980319,-80.086804,2.442131,2.381998
431.506483,-80.667756,2.445760,2.387700
434.032624,-81.248799,2.449388,2.392884
436.558745,-81.829929,2.453017,2.398586
439.084845,-82.411137,2.456646,2.403770
441.610927,-82.992418,2.460275,2.409472
444.136992,-83.573765,2.463903,2.414656
446.663040,-84.155172,2.467532,2.420359
449.189075,-84.736632,2.471161,2.425542
451.715096,-85.318139,2.474789,2.431245
454.241106,-85.899687,2.478418,2.436429
456.767104,-86.481270,2.482047,2.442131
459.293095,-87.062880,2.485676,2.447315
461.819078,-87.644511,2.489304,2.453017
464.345053,-88.226158,2.492415,2.458201
466.871023,-88.807813,2.496043,2.463903
469.396990,-89.389471,2.499672,2.469087
471.922955,-89.971124,2.503301,2.474789
474.448918,-90.552768,2.506930,2.479973
476.974882,-91.134394,2.510558,2.485676
479.500846,-91.715997,2.514187,2.490860
482.026814,-92.297570,2.517816,2.496562
484.552787,-92.879107,2.521444,2.501746
487.078765,-93.460602,2.525073,2.507448
489.604749,-94.042048,2.528702,2.512632
492.130742,-94.623439,2.532331,2.518334
494.656745,-95.204768,2.535959,2.523518
497.182758,-95.786029,2.539588,2.529220
499.708784,-96.367216,2.543217,2.534404
502.234824,-96.948322,2.550474,2.540625
504.760877,-97.529341,2.559287,2.546327
507.286948,-98.110266,2.568099,2.552548
509.813035,-98.691091,2.576912,2.558250
512.339142,-99.271810,2.585725,2.564471
514.865269,-99.852416,2.594537,2.570173
517.391418,-100.432903,2.603350,2.576394
519.917590,-101.013265,2.612163,2.582096
522.443786,-101.593495,2.620975,2.588317
524.970007,-102.173586,2.629788,2.594019
527.496256,-102.753533,2.638600,2.600240
530.022533,-103.333328,2.647413,2.605942
532.548839,-103.912966,2.655707,2.612163
535.075177,-104.492440,2.664520,2.617865
537.601546,-105.071744,2.673332,2.624086
540.127949,-105.650872,2.682145,2.629788
542.654387,-106.229816,2.705473,2.671777
545.180948,-106.808296,2.742278,2.747980
547.708122,-107.384738,2.779084,2.823665
550.236520,-107.957192,2.816408,2.899868
552.766751,-108.523705,2.853213,2.975553
555.299425,-109.082328,2.890019,3.051756
557.835153,-109.631108,2.926825,3.127960
560.374537,-110.168114,2.963630,3.203644
562.915601,-110.700026,2.968814,3.210902
565.449707,-111.255737,2.907644,3.076121
567.967159,-111.867680,2.846993,2.941340
570.460508,-112.560701,2.899350,2.832478
572.932767,-113.324389,2.954818,2.724653
575.389989,-114.138083,3.082860,2.823665
577.838184,-114.981263,3.225935,2.966741
580.281170,-115.840884,3.302138,3.077676
582.719531,-116.714961,3.344646,3.172023
585.153587,-117.602395,3.348275,3.200016
587.583656,-118.502092,3.321837,3.176688
590.010059,-119.412953,3.295399,3.153361
592.433116,-120.333884,3.268962,3.130033
594.853147,-121.263787,3.242524,3.106187
597.270471,-122.201567,3.216086,3.082860
599.685410,-123.146125,3.189648,3.059532
602.098281,-124.096368,3.163210,3.036205
604.509407,-125.051196,3.136772,3.012359
606.919105,-126.009517,3.110334,2.989031
609.327697,-126.970231,3.083897,2.965704
611.735483,-127.932319,3.057459,2.942376
614.142590,-128.895404,3.031021,2.918530
616.549062,-129.859442,3.004583,2.895203
618.954939,-130.824387,2.983329,2.877578
621.360264,-131.790196,2.974517,2.872912
623.765076,-132.756823,2.965186,2.868247
626.169419,-133.724227,2.956373,2.864100
628.573332,-134.692362,2.947042,2.859434
630.976858,-135.661184,2.938229,2.854769
633.380037,-136.630649,2.928898,2.850622
635.782911,-137.600713,2.920086,2.845956
638.185521,-138.571332,2.910755,2.841291
640.587909,-139.542462,2.901942,2.836625
642.990116,-140.514059,2.893129,2.832478
645.392184,-141.486079,2.883798,2.827812
647.794152,-142.458477,2.874986,2.823147
650.196065,-143.431210,2.865655,2.819000
652.597961,-144.404233,2.856842,2.814334
654.999883,-145.377504,2.847511,2.809669
657.401871,-146.350976,2.838699,2.805522
659.803969,-147.324606,2.829368,2.800856
662.206216,-148.298351,2.820555,2.796191
664.608655,-149.272166,2.811224,2.792044
667.011325,-150.246007,2.802411,2.787378
669.414269,-151.219829,2.793080,2.782713
671.817529,-152.193590,2.784786,2.763532
674.221144,-153.167245,2.776492,2.736576
676.625137,-154.140787,2.768198,2.709620
679.029176,-155.114865,2.760422,2.682663
681.432627,-156.090685,2.752128,2.656226
683.834850,-157.069470,2.743833,2.629269
686.235200,-158.052444,2.735539,2.602313
688.633038,-159.040829,2.727245,2.575357
691.027721,-160.035850,2.719469,2.548919
693.418608,-161.038729,2.711175,2.521963
695.805055,-162.050689,2.702881,2.495007
698.186423,-163.072954,2.694586,2.468050
700.562067,-164.106747,2.683700,2.445241
702.931347,-165.153292,2.618383,2.499672
705.293621,-166.213810,2.553066,2.554621
707.648247,-167.289528,2.518853,2.557732
709.994822,-168.381260,2.523000,2.497599
712.333999,-169.488025,2.527665,2.437465
714.666724,-170.608349,2.507966,2.395994
716.993942,-171.740753,2.462867,2.374740
719.316599,-172.883760,2.417767,2.353486
721.635641,-174.035893,2.372667,2.332232
723.952013,-175.195676,2.327567,2.310979
726.266660,-176.361629,2.282985,2.289206
728.580529,-177.532278,2.237886,2.267952
730.894564,-178.706145,2.211966,2.254992
733.209712,-179.881752,2.225963,2.259658
735.526917,-181.057624,2.239959,2.264323
737.847126,-182.232282,2.253956,2.268989
740.171317,-183.404106,2.266915,2.277802
742.502065,-184.564796,2.275210,2.298537
744.844175,-185.696672,2.284541,2.319273
747.202625,-186.781349,2.393921,2.317718
749.582390,-187.800442,2.503301,2.316681
751.988446,-188.735570,2.481010,2.389774
754.425770,-189.568347,2.388218,2.502264
756.898996,-190.281404,2.363336,2.470642
759.407058,-190.874292,2.346747,2.432800
761.944183,-191.360533,2.343637,2.505374
764.504460,-191.754066,2.412064,2.665557
767.081973,-192.068834,2.781157,3.079750
769.670811,-192.318778,3.049165,3.268962
772.265060,-192.517837,3.220751,3.303175
774.859101,-192.680745,3.391820,3.337907
777.449675,-192.828564,3.563407,3.372639
780.034654,-192.985393,3.734993,3.407371
