0.020954,0.604528,0.041908
0.014899,0.716735,0.029799
0.013570,0.741162,0.027140
0.013060,0.752356,0.026120
0.012856,0.756037,0.025712
0.012725,0.759668,0.025450
0.012749,0.758442,0.025498
0.012482,0.762320,0.024963
0.012479,0.763813,0.024957
0.012502,0.763121,0.025004
0.012497,0.764223,0.024994
0.012490,0.763358,0.024980
0.012377,0.764463,0.024753
0.012425,0.764964,0.024849
0.012463,0.763935,0.024926
0.012476,0.764657,0.024953
0.012469,0.763767,0.024939
0.012364,0.764723,0.024728
0.012418,0.765102,0.024836
0.012463,0.763969,0.024926
0.012477,0.764652,0.024954
0.012469,0.763778,0.024938
0.012364,0.764728,0.024728
0.012418,0.765105,0.024836
0.012463,0.763969,0.024926
0.012477,0.764652,0.024954
0.012469,0.763779,0.024937
0.012364,0.764728,0.024728
0.012418,0.765105,0.024836
0.012463,0.763969,0.024926
0.012477,0.764652,0.024954
0.012469,0.763779,0.024937
0.012364,0.764728,0.024728
0.012418,0.765105,0.024836
0.012463,0.763969,0.024926
0.012477,0.764652,0.024954
0.012469,0.763779,0.024937
0.012364,0.764728,0.024728
0.012418,0.765105,0.024836
0.012463,0.763969,0.024926
0.012477,0.764652,0.024954
0.012469,0.763779,0.024937
0.012364,0.764728,0.024728
0.012418,0.765105,0.024836
0.012463,0.763969,0.024926
0.012477,0.764652,0.024954
0.012469,0.763779,0.024937
0.012364,0.764728,0.024728
0.012418,0.765105,0.024836
0.012463,0.763969,0.024926
