-8.147669,-0.732470
-10.448261,-2.944385
-12.749469,-5.155658
-15.051271,-7.366313
-17.353641,-9.576377
-19.656555,-11.785873
-21.959990,-13.994828
-24.263921,-16.203264
-26.568322,-18.411209
-28.873172,-20.618686
-31.178446,-22.825721
-33.484119,-25.032339
-35.790167,-27.238564
-38.096566,-29.444423
-40.403293,-31.649939
-42.710321,-33.855138
-45.017630,-36.060046
-47.325193,-38.264687
-49.632987,-40.469086
-51.940988,-42.673268
-54.249172,-44.877259
-56.557514,-47.081084
-58.865992,-49.284768
-61.174580,-51.488336
-63.483255,-53.691812
-65.791992,-55.895223
-68.100769,-58.098593
-70.409559,-60.301948
-72.718341,-62.505313
-75.027090,-64.708712
-77.335781,-66.912172
-79.644391,-69.115716
-81.952896,-71.319372
-84.261271,-73.523162
-86.569493,-75.727113
-88.877535,-77.931253
-91.185368,-80.135610
-93.492966,-82.340215
-95.800298,-84.545097
-98.107338,-86.750286
-100.414056,-88.955811
-102.720425,-91.161700
-105.026417,-93.367985
-107.332003,-95.574694
-109.637155,-97.781856
-111.941844,-99.989501
-114.246042,-102.197658
-116.549721,-104.406358
-118.852852,-106.615628
-121.155408,-108.825497
-123.457359,-111.035998
-125.758678,-113.247156
-128.059335,-115.459003
-130.359302,-117.671566
-132.658552,-119.884876
-134.957054,-122.098962
-137.254781,-124.313852
-139.551704,-126.529576
-141.847795,-128.746163
-144.143024,-130.963642
-146.437363,-133.182041
-148.730784,-135.401390
-151.023257,-137.621719
-153.314753,-139.843054
-155.605245,-142.065426
-157.894702,-144.288863
-160.183097,-146.513394
-162.470413,-148.739035
-164.756661,-150.965772
-167.041857,-153.193589
-169.326013,-155.422471
-171.609145,-157.652403
-173.891267,-159.883369
-176.172394,-162.115352
-178.452541,-164.348337
-180.731720,-166.582309
-183.009949,-168.817250
-185.287239,-171.053147
-187.563391,-173.290204
-189.836377,-175.530475
-192.099725,-177.780475
-194.344504,-180.048985
-196.561933,-182.344222
-198.742966,-184.674051
-200.877662,-187.046382
-202.955458,-189.468674
-204.965177,-191.947705
-206.894946,-194.489430
-208.732163,-197.098792
-210.463443,-199.779568
-212.074752,-202.534062
-213.549919,-205.363734
-214.868737,-208.269489
-216.009144,-211.249710
-216.947528,-214.299447
-217.661738,-217.409263
-218.134791,-220.564674
-218.350320,-223.747929
-218.291426,-226.937722
-217.942546,-230.108608
-217.284054,-233.229891
-216.293150,-236.261914
-214.978502,-239.168359
-213.365592,-241.920767
-211.480614,-244.494707
-209.349880,-246.868777
-207.006178,-249.032199
-204.484472,-250.985702
-201.801445,-252.710894
-198.961556,-254.164964
-195.988033,-255.320109
-192.917331,-256.182481
-189.783834,-256.792862
-186.617518,-257.188370
-183.433774,-257.391546
-180.242406,-257.421353
-177.053424,-257.297168
-173.872472,-257.038548
-170.702870,-256.664800
-167.546041,-256.194929
-164.401734,-255.647534
-161.268676,-255.040005
-158.144564,-254.388992
-155.025164,-253.715603
-151.906113,-253.039876
-148.785843,-252.369622
-145.663945,-251.707014
-142.540125,-251.053547
-139.414205,-250.410226
-136.286466,-249.775765
-133.157746,-249.146167
-130.028978,-248.516835
-126.901108,-247.883074
-123.775433,-247.238833
-120.654356,-246.572956
-117.541011,-245.871265
-114.438255,-245.123628
-111.349109,-244.321744
-108.277220,-243.456110
-105.227194,-242.516390
-102.204486,-241.492345
-99.215425,-240.374020
-96.267363,-239.151765
-93.368823,-237.816439
-90.529609,-236.359588
-87.760580,-234.773484
-85.074160,-233.051284
-82.484626,-231.187111
-80.007720,-229.175771
-77.661523,-227.014536
-75.459685,-224.707380
-73.398392,-222.271429
-71.465016,-219.731622
-69.636211,-217.115504
-67.870968,-214.455817
-66.125688,-211.783201
-64.358176,-209.125144
-62.528084,-206.510107
-60.597298,-203.968171
-58.533871,-201.534532
-56.318549,-199.241350
-53.950987,-197.103311
-51.441064,-195.132286
-48.810969,-193.325602
-46.088930,-191.661528
-43.291501,-190.126465
-40.430254,-188.713084
-37.515801,-187.412748
-34.557182,-186.215841
-31.561835,-185.113656
-28.535797,-184.098519
-25.484169,-183.162991
-22.411316,-182.300629
-19.321112,-181.504387
-16.218556,-180.757456
-13.109677,-180.036352
-9.997899,-179.327754
-6.883897,-178.628992
-3.767798,-177.939637
-0.649715,-177.259313
2.470244,-176.587646
5.591975,-175.924260
8.715374,-175.268776
11.840343,-174.620818
14.966787,-173.980008
18.094609,-173.345966
21.223720,-172.718313
24.354031,-172.096669
27.485454,-171.480655
30.617905,-170.869887
33.751300,-170.263986
36.885560,-169.662570
40.020604,-169.065257
43.156354,-168.471661
46.292733,-167.881395
49.429663,-167.294066
52.567069,-166.709283
55.704876,-166.126655
58.843009,-165.545792
61.981397,-164.966301
65.119966,-164.387791
68.258642,-163.809870
71.397356,-163.232146
74.536033,-162.654228
77.674603,-162.075723
80.812992,-161.496240
83.951128,-160.915388
87.088937,-160.332774
90.226346,-159.748008
93.363280,-159.160698
96.499662,-158.570453
99.635418,-157.976883
102.770467,-157.379595
105.904730,-156.778202
109.038128,-156.172313
112.170578,-155.561537
115.301994,-154.945487
118.432291,-154.323772
121.561379,-153.696006
124.689168,-153.061801
127.815566,-152.420768
130.940476,-151.772522
134.063799,-151.116676
137.185435,-150.452846
140.305279,-149.780645
143.423226,-149.099699
146.539172,-148.409655
149.653011,-147.710167
152.764635,-147.000886
155.873932,-146.281468
158.980773,-145.551528
162.084921,-144.810223
165.185719,-144.055135
168.282257,-143.282817
171.373911,-142.491015
174.460300,-141.678823
177.541012,-140.845372
180.615567,-139.989495
183.683430,-139.109945
186.744034,-138.205461
189.796781,-137.274825
192.840969,-136.316599
195.875742,-135.328965
198.900138,-134.310008
201.913142,-133.257857
204.913677,-132.170668
207.900602,-131.046635
210.872701,-129.883982
213.828694,-128.681004
216.767171,-127.435856
219.686477,-126.146400
222.584781,-124.810416
225.460122,-123.425708
228.310390,-121.990103
231.133312,-120.501458
233.926478,-118.957697
236.687302,-117.356775
239.413226,-115.697212
242.102719,-113.979375
244.755545,-112.205375
247.371966,-110.377993
249.952517,-108.500297
252.498373,-106.575838
255.011076,-104.608292
257.492289,-102.601203
259.943612,-100.557707
262.366112,-98.480080
264.760653,-96.370269
267.128206,-94.230209
269.469813,-92.061779
271.786581,-89.866822
274.079673,-87.647133
276.350314,-85.404475
