-2.974106,3.601707
-2.663574,5.618795
-2.353839,7.636005
-2.044887,9.653336
-1.736708,11.670784
-1.429287,13.688348
-1.122611,15.706026
-0.816667,17.723815
-0.511443,19.741712
-0.206927,21.759717
0.096896,23.777826
0.400038,25.796038
0.702512,27.814350
1.004331,29.832760
1.305507,31.851265
1.606055,33.869865
1.905986,35.888557
2.205313,37.907338
2.504049,39.926206
2.802205,41.945160
3.099787,43.964199
3.396802,45.983321
3.693257,48.002526
3.989158,50.021812
4.284513,52.041178
4.579327,54.060623
4.873608,56.080145
5.167363,58.099745
5.460599,60.119419
5.753321,62.139168
6.045537,64.158991
6.337254,66.178886
6.628479,68.198851
6.919218,70.218887
7.209479,72.238991
7.499266,74.259163
7.788590,76.279402
8.077454,78.299707
8.365867,80.320076
8.653835,82.340508
8.941365,84.361003
9.228463,86.381560
9.515137,88.402176
9.801393,90.422852
10.087239,92.443586
10.372679,94.464377
10.657722,96.485224
10.942371,98.506127
11.226632,100.527084
11.510510,102.548095
11.794010,104.569160
12.077136,106.590277
12.359895,108.611445
12.642290,110.632664
12.924328,112.653932
13.206014,114.675250
13.487351,116.696617
13.768346,118.718031
14.049004,120.739492
14.329330,122.760999
14.609328,124.782551
14.889004,126.804148
15.168363,128.825789
15.447410,130.847473
15.726150,132.869199
16.004589,134.890967
16.282731,136.912775
16.560582,138.934624
16.838146,140.956512
17.115429,142.978439
17.392435,145.000404
17.669170,147.022405
17.945639,149.044443
18.221848,151.066517
18.497800,153.088626
18.773502,155.110769
19.048958,157.132945
19.324174,159.155154
19.599154,161.177395
19.873904,163.199667
20.148428,165.221970
20.422732,167.244303
20.696821,169.266665
20.970701,171.289056
21.244376,173.311474
21.517850,175.333919
21.791131,177.356390
22.064221,179.378888
22.337127,181.401410
22.609854,183.423956
22.882407,185.446525
23.154790,187.469118
23.427010,189.491733
23.699070,191.514369
23.970977,193.537025
24.242735,195.559702
24.514350,197.582398
24.785826,199.605112
25.057168,201.627845
25.328382,203.650594
25.599474,205.673360
25.870448,207.696142
26.141311,209.718939
26.412068,211.741750
26.682724,213.764574
26.953286,215.787411
27.223758,217.810260
27.494146,219.833120
27.764455,221.855991
28.034692,223.878871
28.304862,225.901760
28.574970,227.924658
28.845022,229.947563
29.115024,231.970475
29.384980,233.993393
29.654897,236.016316
29.924780,238.039244
30.194635,240.062175
30.464466,242.085110
30.734281,244.108046
31.004084,246.130985
31.273880,248.153924
31.543676,250.176863
31.813477,252.199802
32.083289,254.222739
32.353116,256.245674
32.622965,258.268606
32.892841,260.291535
