0.036194,0.310038,0.072388
0.035608,0.320805,0.071215
0.035407,0.324715,0.070814
0.035236,0.328003,0.070472
0.035042,0.331746,0.070084
0.035056,0.331484,0.070112
0.034902,0.334491,0.069804
0.034799,0.336468,0.069598
0.034665,0.338732,0.069331
0.034611,0.339638,0.069222
0.034602,0.340214,0.069204
0.034661,0.339424,0.069321
0.034578,0.340848,0.069156
0.034800,0.336518,0.069600
0.034433,0.343129,0.068866
0.034379,0.344678,0.068757
0.034339,0.345466,0.068678
0.034089,0.350242,0.068178
0.034151,0.349451,0.068301
0.033989,0.351778,0.067978
0.033977,0.352854,0.067953
0.033836,0.355149,0.067671
0.033961,0.352917,0.067922
0.033904,0.353747,0.067808
0.033623,0.359133,0.067246
0.033621,0.359128,0.067242
0.033810,0.356090,0.067619
0.033412,0.363303,0.066824
0.033233,0.366861,0.066466
0.033385,0.363784,0.066771
0.033662,0.358920,0.067324
0.033108,0.369564,0.066216
0.033449,0.362837,0.066897
0.033282,0.366544,0.066564
0.033010,0.371289,0.066021
0.032591,0.379408,0.065182
0.032661,0.378125,0.065321
0.032315,0.385228,0.064630
0.032297,0.385072,0.064594
0.032562,0.379924,0.065125
0.032151,0.389056,0.064301
0.032104,0.389341,0.064207
0.031843,0.394260,0.063687
0.031830,0.394530,0.063661
0.032063,0.389587,0.064126
0.031498,0.401297,0.062997
0.032185,0.387505,0.064369
0.031348,0.403639,0.062696
0.031303,0.404942,0.062607
0.031218,0.406908,0.062436
