0.029055,0.451124,0.058111
0.015450,0.709596,0.030900
0.016403,0.687598,0.032807
0.016588,0.688170,0.033177
0.016264,0.692494,0.032528
0.017955,0.660796,0.035911
0.014025,0.736451,0.028050
0.014198,0.729708,0.028396
0.014314,0.731297,0.028629
0.016132,0.695164,0.032263
0.015881,0.699932,0.031761
0.013746,0.741816,0.027492
0.013271,0.747519,0.026541
0.013380,0.748703,0.026761
0.013814,0.738264,0.027628
0.015106,0.714002,0.030213
0.013229,0.752192,0.026457
0.013238,0.747902,0.026476
0.013503,0.746074,0.027007
0.013763,0.739647,0.027526
0.014636,0.723725,0.029272
0.012669,0.762639,0.025338
0.012881,0.754719,0.025762
0.012892,0.758345,0.025785
0.014258,0.730260,0.028515
0.013727,0.740769,0.027455
0.013016,0.755573,0.026033
0.012297,0.766314,0.024594
0.013051,0.755852,0.026102
0.013348,0.747771,0.026695
0.013584,0.743399,0.027167
0.012603,0.763776,0.025205
0.012443,0.763044,0.024886
0.012870,0.758697,0.025741
0.012082,0.771715,0.024164
0.016278,0.693198,0.032555
0.012322,0.769218,0.024645
0.012182,0.769127,0.024363
0.012917,0.759336,0.025833
0.012349,0.767111,0.024697
0.013598,0.743261,0.027196
0.012346,0.768578,0.024693
0.012503,0.762436,0.025006
0.012856,0.759040,0.025712
0.012279,0.768428,0.024558
0.013006,0.754705,0.026011
0.012028,0.774739,0.024056
0.012117,0.770088,0.024234
0.012406,0.767041,0.024812
0.012034,0.773201,0.024068
